course_credit_hour,course_date_end,course_date_start,course_dept,course_description,course_explorer_link,course_gened,course_hour_end,course_hour_start,course_location,course_name,course_num,course_room_num,course_semester,course_term,course_year,crn,prof_fname,prof_lname,section_info,section_num
3,2020-08-06Z,2020-06-15Z,PSYC,Study of the psychological development of the child. Credit is not given for both PSYC 216 and EPSY 236. Prerequisite: PSYC 100 or PSYC 103.,https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PSYC/216/30331.xml,,,ARRANGED,,Child Psych,216,,summer,S2,2020,30331,C,Shenouda,Credit is not given for both PSYC 216 and EPSY 236. Prerequisite: PSYC 100 or PSYC 103.,2ON
5,2020-08-06Z,2020-06-15Z,PHYS,"Newton's Laws, work and energy, rotational motion, fluids, thermodynamics, and waves. A noncalculus-based approach for majors in the life sciences, preprofessional health programs, agriculture, and veterinary medicine. Credit is not given for both PHYS 101 and either PHYS 211 or PHYS 213. Prerequisite: Trigonometry.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PHYS/101/30232.xml,"<category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""NAT""><description>Natural Sciences &amp; Technology</description><ns2:genEdAttributes><genEdAttribute code=""1PS"">Nat Sci &amp; Tech - Phys Sciences</genEdAttribute></ns2:genEdAttributes></category>, <category xmlns:ns2=""http://rest.cis.illinois.edu"" id=""QR""><description>Quantitative Reasoning</description><ns2:genEdAttributes><genEdAttribute code=""1QR2"">Quantitative Reasoning II</genEdAttribute></ns2:genEdAttributes></category>",08:50 AM,08:00 AM,,College Physics: Mech & Heat,101,,summer,S2,2020,30232,R,Zich,Credit is not given for both PHYS 101 and either PHYS 211 or PHYS 213. Prerequisite: Trigonometry.,A  
0,2020-08-06Z,2020-05-18Z,PSYC,"Weekly presentation and discussions of current research by faculty, graduate students and visiting scholars. Sections of these proseminars are offered by each division in the Psychology Department. Requirements include attendance and participation in discussion. Same as NEUR 598. 0 to 4 graduate hours. Approved for S/U grading only. May be repeated.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PSYC/598/38829.xml,,,ARRANGED,,Proseminar in Psychology,598,,summer,SF,2020,38829,N,Allen,Same as NEUR 598. 0 to 4 graduate hours. Approved for S/U grading only. May be repeated.,IN2
0,2020-08-06Z,2020-05-18Z,PSM,"Practical learning experience in which business knowledge and skills are applied to science problems and opportunities. In consultation with program coordinators, students find internship companies and positions that match their individual career objectives and meet the learning goals of the program. Learning objectives, deliverables, and performance evaluation are determined for each student by the program coordinator. Completed in the summer after the first year of study. Open to Illinois Professional Sciences Master's (PSM) students only. Internationals holding student visas must have prior authorization from International Student and Scholar Services. Approved for letter and S/U grading. May be repeated in separate terms.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PSM/555/37063.xml,,,ARRANGED,,PSM Internship,555,,summer,SF,2020,37063,N,Bosecker,Approved for letter and S/U grading. May be repeated in separate terms.,TNC
0,2020-08-06Z,2020-05-18Z,PSM,"Practical learning experience in which business knowledge and skills are applied to science problems and opportunities. In consultation with program coordinators, students find internship companies and positions that match their individual career objectives and meet the learning goals of the program. Learning objectives, deliverables, and performance evaluation are determined for each student by the program coordinator. Completed in the summer after the first year of study. Open to Illinois Professional Sciences Master's (PSM) students only. Internationals holding student visas must have prior authorization from International Student and Scholar Services. Approved for letter and S/U grading. May be repeated in separate terms.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PSM/555/37063.xml,,,ARRANGED,,PSM Internship,555,,summer,SF,2020,37063,P,Davidson,Approved for letter and S/U grading. May be repeated in separate terms.,TNC
0,2020-08-06Z,2020-05-18Z,PSM,"Special, emerging, or advanced topics in science and business. Topics will vary by offering. May be used to pilot course offerings before adding them to the PSM curriculum. Open to Illinois Professional Science Master's (PSM) students only. Approved for letter and S/U grading. May be repeated in the same term up to 6 hours or separate terms up to 9 hours; this is contingent on program approval and other requirements.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PSM/520/35844.xml,,,ARRANGED,,Special Topics-Sci & Business,520,,summer,SF,2020,35844,N,Bosecker,Approved for letter and S/U grading. May be repeated in the same term up to 6 hours or separate terms up to 9 hours; this is contingent on program approval and other requirements.,A  
0,2020-08-06Z,2020-05-18Z,PSM,"Practical learning experience in which business knowledge and skills are applied to science problems and opportunities. In consultation with program coordinators, students find internship companies and positions that match their individual career objectives and meet the learning goals of the program. Learning objectives, deliverables, and performance evaluation are determined for each student by the program coordinator. Completed in the summer after the first year of study. Open to Illinois Professional Sciences Master's (PSM) students only. Internationals holding student visas must have prior authorization from International Student and Scholar Services. Approved for letter and S/U grading. May be repeated in separate terms.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PSM/555/37062.xml,,,ARRANGED,,PSM Internship,555,,summer,SF,2020,37062,N,Bosecker,Approved for letter and S/U grading. May be repeated in separate terms.,TCR
0,2020-08-06Z,2020-05-18Z,PSM,"Practical learning experience in which business knowledge and skills are applied to science problems and opportunities. In consultation with program coordinators, students find internship companies and positions that match their individual career objectives and meet the learning goals of the program. Learning objectives, deliverables, and performance evaluation are determined for each student by the program coordinator. Completed in the summer after the first year of study. Open to Illinois Professional Sciences Master's (PSM) students only. Internationals holding student visas must have prior authorization from International Student and Scholar Services. Approved for letter and S/U grading. May be repeated in separate terms.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PSM/555/37062.xml,,,ARRANGED,,PSM Internship,555,,summer,SF,2020,37062,P,Davidson,Approved for letter and S/U grading. May be repeated in separate terms.,TCR
0,2020-08-06Z,2020-05-18Z,PSM,"Practical learning experience in which business knowledge and skills are applied to science problems and opportunities. In consultation with program coordinators, students find internship companies and positions that match their individual career objectives and meet the learning goals of the program. Learning objectives, deliverables, and performance evaluation are determined for each student by the program coordinator. Completed in the summer after the first year of study. Open to Illinois Professional Sciences Master's (PSM) students only. Internationals holding student visas must have prior authorization from International Student and Scholar Services. Approved for letter and S/U grading. May be repeated in separate terms.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PSM/555/37061.xml,,,ARRANGED,,PSM Internship,555,,summer,SF,2020,37061,N,Bosecker,Approved for letter and S/U grading. May be repeated in separate terms.,PNC
0,2020-08-06Z,2020-05-18Z,PSM,"Practical learning experience in which business knowledge and skills are applied to science problems and opportunities. In consultation with program coordinators, students find internship companies and positions that match their individual career objectives and meet the learning goals of the program. Learning objectives, deliverables, and performance evaluation are determined for each student by the program coordinator. Completed in the summer after the first year of study. Open to Illinois Professional Sciences Master's (PSM) students only. Internationals holding student visas must have prior authorization from International Student and Scholar Services. Approved for letter and S/U grading. May be repeated in separate terms.",https://courses.illinois.edu/cisapp/explorer/schedule/2020/summer/PSM/555/37061.xml,,,ARRANGED,,PSM Internship,555,,summer,SF,2020,37061,J,Juvik,Approved for letter and S/U grading. May be repeated in separate terms.,PNC
